DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,616,1,816,6,369,9.440684011654634,48.52060548552804,311.0387105028173
20240728,73,1,107,4,470,41.19849137503878,56.133263500552225,372.668245124409
20240728,934,1,404,3,611,52.77427365982949,37.17276625824679,521.0529600819237
20240728,483,1,157,1,983,119.30016654548653,99.56511723037745,764.134716224136
20240728,181,1,447,10,425,29.106298308213745,48.109007025946944,347.7846946658393
20240728,126,1,49,15,104,11.115345175976932,8.720666997411016,84.16398782661204
20240728,484,1,901,2,458,63.356223186009,56.01081096970725,338.6329658442837
20240728,607,1,121,5,446,20.14047459235421,23.132623562071252,402.72690184557456
20240728,570,1,997,20,762,111.01272571462923,39.14029286488493,611.8469814204859
20240728,253,1,353,4,530,35.32667191147133,30.26287055820623,464.41045753032245
20240728,810,1,88,15,464,58.64349743149977,54.17331320433313,351.1831893641671
20240728,194,1,823,9,628,58.213198198609234,81.68823669206337,488.0985651093274
20240728,153,1,992,4,800,41.89307101391988,99.33856615578846,658.7683628302916
20240728,706,1,421,1,981,146.9445629403446,69.52372317270725,764.5317138869482
20240728,478,1,137,17,473,44.88649797733064,50.99920863887889,377.1142933837905
20240728,11,1,632,15,844,55.761020913713075,107.81414043358261,680.4248386527044
20240728,280,1,286,6,921,58.43053435910162,74.03441007256977,788.5350555683286
20240728,10,1,742,9,455,61.32066639045859,34.33398461901805,359.34534899052335
20240728,440,1,97,14,259,26.90631877463964,21.81572701502504,210.27795421033534
20240728,834,1,5,11,210,23.669299983126635,18.65861634512486,167.6720836717485
20240728,650,1,397,11,434,36.065862256256324,33.16122006704899,364.7729176766947
20240728,690,1,348,4,439,65.39239336587438,52.59130783774276,321.01629879638284
20240728,434,1,295,3,637,67.3392255478119,35.67510813737325,533.9856663148148
20240728,95,1,270,17,935,18.70501422077318,88.1863160687995,828.1086697104273
20240728,265,1,85,18,417,24.830888053837178,54.26893397455094,337.90017797161187
20240728,186,1,868,11,477,37.93350673293944,28.909184435097895,410.15730883196267
20240728,611,1,616,3,618,42.53111653388165,61.69383030718048,513.7750531589379
20240728,968,1,492,1,602,13.520788967700808,65.13038212074936,523.3488289115498
20240728,647,1,966,16,478,56.73710008832795,28.372782675388688,392.89011723628334
20240728,73,1,196,17,304,21.028701424751954,33.96818935926132,249.00310921598674
20240728,553,1,475,13,485,30.816727002549307,42.74106617013244,411.4422068273183
20240728,410,1,672,3,583,15.588472277998347,69.42927047694918,497.98225724505244
20240728,366,1,970,3,715,105.58693896264832,88.92086816004735,520.4921928773043
20240728,31,1,757,8,390,38.400059961854716,40.90438593762019,310.6955541005251
20240728,772,1,849,10,509,37.14037748345898,33.72104468309002,438.138577833451
20240728,589,1,110,18,874,86.84008129966051,118.66451630626935,668.4954023940702
20240728,577,1,185,17,586,22.825474688358245,71.5681252754972,491.6064000361446
20240728,850,1,691,20,207,30.685612711624163,16.822143862106113,159.49224342626974
20240728,287,1,314,7,654,59.30569866729702,86.60831986249619,508.0859814702068
20240728,841,1,47,4,819,74.66823481841081,50.08506184044981,694.2467033411394
20240728,710,1,717,8,280,15.167959393853282,37.486126307098225,227.3459142990485
20240728,536,1,419,1,481,58.79903839210094,44.08399150400733,378.11697010389173
20240728,744,1,595,3,942,56.16643003637987,92.00044633473621,793.8331236288839
20240728,919,1,989,2,794,38.15743264753447,83.2973679963272,672.5451993561384
20240728,21,1,514,18,816,33.14450118339683,120.38214640439608,662.4733524122071
20240728,556,1,352,7,457,33.640298357847385,33.82194867545379,389.5377529666988
20240728,628,1,384,14,648,66.87901253988991,78.9015647199027,502.2194227402074
20240728,590,1,356,7,601,57.26048335924836,34.7755034224905,508.96401321826113
20240728,834,1,974,15,974,127.22072122002193,89.56731395927386,757.2119648207042
20240728,418,1,23,1,579,52.68532280975087,38.41634383180633,487.8983333584428
20240728,658,1,824,10,651,65.29516426018489,92.63125742078755,493.07357831902755
20240728,357,1,825,3,226,24.694366626383918,15.451621025644359,185.85401234797172
20240728,288,1,699,5,469,58.047627607464754,37.501738119735776,373.45063427279945
20240728,545,1,308,13,786,20.93911176980294,107.97285534362425,657.0880328865728
20240728,363,1,19,11,180,4.6633538527415705,13.036629852716445,162.300016294542
20240728,230,1,77,7,430,11.178142052881697,55.12617381866689,363.6956841284514
20240728,453,1,403,20,101,6.1193802396926475,10.537298748761197,84.34332101154615
20240728,707,1,184,16,178,7.161229212343128,20.747489136261454,150.09128165139543
20240728,511,1,255,3,943,107.12972475118399,115.30270702715919,720.5675682216568
20240728,548,1,404,20,826,30.630359093027963,47.1582724590787,748.2113684478934
20240728,413,1,324,6,773,29.382318492689283,105.94245272256484,637.6752287847459
20240728,806,1,307,2,963,81.00712784864639,84.06597430799243,797.9268978433612
20240728,51,1,9,12,843,61.129775773803104,64.86634911624023,717.0038751099567
20240728,843,1,260,10,311,11.83095855998234,44.470493799934424,254.69854764008323
20240728,993,1,956,16,621,36.83833969814455,64.96493322336747,519.196727078488
20240728,109,1,818,17,678,42.432878120803814,84.69945439311333,550.8676674860828
20240728,715,1,640,5,672,39.55801105880626,64.83758337708022,567.6044055641136
20240728,934,1,701,15,345,37.095034879487066,32.961490990196175,274.94347413031676
20240728,706,1,714,8,943,45.38039764360741,50.957325557313936,846.6622767990787
20240728,407,1,656,6,792,49.34983775542796,52.57645765329805,690.073704591274
20240728,56,1,765,3,891,48.029712772650775,82.18070937499371,760.7895778523555
20240728,444,1,314,19,562,61.32206174966635,80.05000523242248,420.6279330179112
20240728,873,1,777,18,360,35.240459776442016,46.7765319524619,277.9830082710961
20240728,621,1,476,10,525,61.68798352665704,49.83606173119571,413.4759547421472
20240728,759,1,481,16,360,40.828395978508524,52.6787364749337,266.49286754655776
20240728,629,1,906,17,429,53.94231042290371,46.640324002117005,328.41736557497927
20240728,360,1,933,4,488,28.40415289774343,52.35934662934357,407.236500472913
20240728,890,1,958,14,296,22.253754218384923,18.87476836554575,254.87147741606933
20240728,873,1,83,8,408,19.007634623257516,30.380865694843212,358.61149968189926
20240728,519,1,868,11,629,33.19388381215213,66.58422933804228,529.2218868498056
20240728,34,1,933,14,729,71.5810813532556,94.35538430215928,563.0635343445852
20240728,563,1,445,17,990,117.97642822802791,91.47291860304874,780.5506531689234
20240728,870,1,626,14,434,61.12603230641477,47.31423644799981,325.55973124558545
20240728,137,1,490,10,775,36.21526675138821,64.50479097072163,674.2799422778902
20240728,935,1,836,14,746,34.491482047360606,97.5502922353638,613.9582257172756
20240728,549,1,655,8,654,58.567377766323496,54.82171897530391,540.6109032583726
20240728,419,1,929,7,880,48.498139962606274,53.53069789943368,777.97116213796
20240728,851,1,403,5,855,18.87788508997391,72.13410397839988,763.9880109316261
20240728,81,1,112,19,736,74.99648376831703,46.58527151916254,614.4182447125204
20240728,581,1,965,13,715,54.1737867619236,88.132270099721,572.6939431383554
20240728,923,1,871,18,904,109.57008693167325,89.31356585810026,705.1163472102264
20240728,290,1,407,1,643,35.67852095175269,74.9341071521688,532.3873718960785
20240728,476,1,719,8,845,48.703789781105534,48.3417850678626,747.9544251510318
20240728,559,1,18,17,135,16.005058167538042,19.989022883272668,99.0059189491893
20240728,348,1,754,20,243,11.830326540154081,34.167993429732604,197.0016800301133
20240728,507,1,75,16,245,17.958921438669567,16.810271648954366,210.23080691237607
20240728,978,1,400,14,665,34.69100902701342,86.79147225039686,543.5175187225897
20240728,274,1,402,13,152,5.932544705659851,18.01144970201964,128.0560055923205
20240728,85,1,401,19,367,48.76447857384492,31.100707341382904,287.1348140847722
20240728,382,1,92,17,544,64.71982564406281,70.2600729698791,409.02010138605806
20240728,669,1,14,20,887,50.31709757454418,60.233202045341976,776.4497003801139
20240728,783,1,627,5,403,59.20761470769302,49.95056724105507,293.84181805125195
20240728,247,1,961,14,326,19.35289296136936,25.892778065082194,280.75432897354847
20240728,344,1,214,4,953,71.57845352309147,112.71331068632063,768.7082357905879
20240728,751,1,846,1,412,39.88864477299724,33.14072325670634,338.97063197029644
20240728,801,1,339,8,159,9.478509587568302,12.493292616051411,137.02819779638028
20240728,802,1,421,6,823,86.39517796619914,77.60540364982351,658.9994183839774
20240728,135,1,703,10,805,37.682556573445844,61.32535563420382,705.9920877923503
20240728,642,1,275,15,863,37.97728401460219,100.651907334814,724.3708086505837
20240728,781,1,24,19,140,12.114705428732702,8.050037519374438,119.83525705189285
20240728,944,1,20,5,652,42.249635513464824,46.15125727054237,563.5991072159928
20240728,307,1,606,4,671,46.187391033442196,96.8326730575637,527.9799359089941
20240728,946,1,825,18,659,93.92396805147033,42.71151324555572,522.364518702974
20240728,679,1,223,5,933,21.037441398054234,99.72268752700425,812.2398710749414
20240728,3,1,152,5,301,34.412791888643156,26.161890060063794,240.42531805129306
20240728,877,1,116,8,153,5.457527484437,22.139734986670984,125.40273752889202
20240728,592,1,690,15,209,28.369180570475436,28.773055932681842,151.85776349684272
20240728,84,1,471,17,235,11.521436952797957,30.961487866709895,192.51707518049216
20240728,293,1,475,9,364,42.12428346213783,20.600038466679223,301.27567807118294
20240728,334,1,104,15,504,35.603953599462336,52.164271106985076,416.2317752935526
20240728,600,1,957,14,793,113.30349897693912,106.36863839633915,573.3278626267218
20240728,871,1,303,14,359,29.371307640318477,42.63572625215553,286.992966107526
20240728,173,1,950,18,357,53.01442478075002,25.898174862808688,278.0874003564413
20240728,878,1,269,17,738,74.4063297670179,80.83402841325656,582.7596418197255
20240728,93,1,717,9,839,89.20129628819535,97.90749505394945,651.8912086578553
20240728,475,1,49,17,934,78.18575504502866,107.22803563969354,748.5862093152778
20240728,992,1,714,15,445,53.70540745983662,30.17335698185773,361.12123555830567
20240728,267,1,554,19,182,9.074694993314944,20.620033638769147,152.3052713679159
20240728,828,1,872,12,601,28.55012540522487,59.30982708535574,513.1400475094194
20240728,65,1,810,14,410,21.26637993165867,29.18859846508765,359.5450216032537
20240728,731,1,415,12,757,106.81306651682877,71.61657706957395,578.5703564135972
20240728,435,1,719,19,583,55.84130076018688,38.085444511035924,489.0732547287772
20240728,489,1,196,8,201,17.71397370229446,11.290488931091947,171.9955373666136
20240728,928,1,780,14,644,70.80579027821254,66.6884433212363,506.5057664005511
