DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,353,1,515,4,197,11.124044580271724,15.205268788098985,170.67068663162928
20240728,680,1,27,9,246,30.710094865185813,36.44782376104182,178.84208137377237
20240728,740,1,804,11,158,17.741736422904328,20.29833275725227,119.95993081984341
20240728,562,1,446,12,536,39.92134429737569,64.52232312056006,431.5563325820642
20240728,131,1,341,17,126,17.434614231523355,10.340736132510779,98.22464963596587
20240728,979,1,765,15,128,8.577905136634504,11.675041369937478,107.74705349342801
20240728,520,1,870,1,544,24.930817276016015,40.96389447003801,478.105288253946
20240728,29,1,317,20,861,111.14993676217668,119.31450356084,630.5355596769833
20240728,968,1,823,6,383,16.640207223048723,19.220224068832728,347.13956870811853
20240728,222,1,537,11,572,18.73086933162947,84.24974818240003,469.0193824859705
20240728,243,1,150,6,149,20.535423686685412,10.330467889103778,118.13410842421081
20240728,881,1,21,12,869,73.32721143580261,55.51437567680932,740.1584128873881
20240728,17,1,931,14,660,88.31381174810114,88.67734489627307,483.0088433556258
20240728,49,1,658,18,982,132.7244844830479,118.41848287752211,730.85703263943
20240728,585,1,775,15,266,17.11837678732683,18.768955936608602,230.11266727606457
20240728,877,1,646,7,653,22.440981127252666,38.23151090905239,592.327507963695
20240728,928,1,284,10,906,35.84118129748017,126.4032125414124,743.7556061611074
20240728,55,1,485,20,505,27.153444617059534,70.44172281782824,407.4048325651122
20240728,435,1,782,5,897,125.11644759096042,74.0961049972035,697.7874474118361
20240728,695,1,117,8,913,95.74393433744001,120.60152109286776,696.6545445696922
20240728,237,1,494,4,483,65.91981901195429,49.72476747512778,367.35541351291795
20240728,765,1,666,8,198,23.068306028629337,27.937466241161165,146.9942277302095
20240728,194,1,312,18,118,2.5596576392048047,14.976127783175189,100.46421457762
20240728,856,1,571,20,475,64.52860835515479,49.837334083476044,360.63405756136916
20240728,333,1,46,10,517,58.50068781681576,62.70191730858731,395.79739487459693
20240728,879,1,630,7,978,23.93318159675602,49.62261254766727,904.4442058555767
20240728,779,1,149,10,890,44.793612791346256,59.507642965671096,785.6987442429827
